film_title,release_year,genres_raw,combined_tags,description,movieID,tsne_x,tsne_y
Leave It to Beaver,1997,Comedy,,"Cleavers are an all-American family living in Ohio - wise father Ward, loving mother June, teen-age son Wally and 8-year-old ""Beaver"" Theodore. Beaver hopes to get a bike as a gift from his father and to please him tries out for his school football team and he makes it, only to be embarrassed. The bike he gets is quickly stolen. Meanwhile Wally is trying to help his friend Eddie Haskell to get the heart of pretty classmate Karen, but Karen seems to like Wally more, and that leads to tensions between the friends.",M_1602,-58.769566,7.1966443
Mimic,1997,"Horror, Sci-Fi, Thriller",,"A disease carried by common cockroaches is killing Manhattan children. In an effort to stop the epidemic an entomologist, Susan Tyler, creates a mutant breed of insect that secretes a fluid to kill the roaches. This mutant breed was engineered to die after one generation, but three years later Susan finds out that the species has survived and evolved into a large, gruesome monster that can mimic human form.",M_1603,48.127205,-4.5758367
Money Talks,1997,"Action, Comedy",,"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",M_1604,5.5049825,-47.937157
Excess Baggage,1997,"Adventure, Romance",,"A rich brat fakes her own kidnapping, but in the process ends up locked in the trunk of a car that gets stolen.",M_1605,0.73923165,-41.48852
Kull the Conqueror,1997,"Action, Adventure",,"A barbarian named Kull becomes ruler after defeating the old king in battle. In an effort to regain the throne, the former king's heirs resurrect Akivasha, a witch queen. However, Akivasha has plans of her own for the throne, and only Kull stands in the way.",M_1606,36.878372,24.312328
Air Force One,1997,"Action, Thriller",president,"Russian terrorists conspire to hijack the aircraft with the president and his family on board. The commander in chief finds himself facing an impossible predicament: give in to the terrorists and sacrifice his family, or risk everything to uphold his principles - and the integrity of the nation.",M_1608,41.89786,-31.055733
187 (One Eight Seven),1997,"Drama, Thriller",,"After surviving a stabbing by a student, teacher Trevor Garfield moves from New York to Los Angeles. There, he resumes teaching as a substitute teacher. The education system, where violent bullies control the classrooms and the administration is afraid of lawsuits, slowly drives Garfield mad.",M_1609,-55.42293,18.367176
"Hunt for Red October, The",1990,"Action, Adventure, Thriller",Tom Clancy,"A new technologically-superior Soviet nuclear sub, the Red October, is heading for the U.S. coast under the command of Captain Marko Ramius. The American government thinks Ramius is planning to attack. A lone CIA analyst has a different idea: he thinks Ramius is planning to defect, but he has only a few hours to find him and prove it - because the entire Russian naval and air commands are trying to find him, too. The hunt is on!",M_1610,50.77596,-28.498219
My Own Private Idaho,1991,"Drama, Romance",,"In this loose adaptation of Shakespeare's ""Henry IV,"" Mike Waters is a hustler afflicted with narcolepsy. Scott Favor is the rebellious son of a mayor. Together, the two travel from Portland, Oregon to Idaho and finally to the coast of Italy in a quest to find Mike's estranged mother. Along the way they turn tricks for money and drugs, eventually attracting the attention of a wealthy benefactor and sexual deviant.",M_1611,-25.778465,-20.870632
"Kiss Me, Guido",1997,Comedy,,"When he discovers his girlfriend having sex with his brother, Frankie decides to head to Manhattan, leaving his Bronx pizza shop forever for the fame and fortune of show business. But before stardom, he needs a place to stay. Looking in the personals, he notices GWM. And thinking it ""Guy with Money,"" he heads to the Village and the apartment of gay actor Warren, who's in desperate need of this month's rent.",M_1612,-44.02025,-19.769594
Star Maps,1997,Drama,,"Carlos wants to be an actor. But his father, Pepe, wants him to work in the family business, that is, male prostitution. Carlos decides that he will be one of his father's boys until he can get his foot in the door in Hollywood.",M_1613,-32.71499,-22.96138
In & Out,1997,Comedy,,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,M_1614,-51.27552,18.706505
"Edge, The",1997,"Adventure, Drama",,"The plane carrying wealthy Charles Morse crashes down in the Alaskan wilderness. Together with the two other passengers, photographer Robert and assistant Stephen, Charles devises a plan to help them reach civilization. However, his biggest obstacle might not be the elements, or even the Kodiak bear stalking them -- it could be Robert, whom Charles suspects is having an affair with his wife and would not mind seeing him dead.",M_1615,6.563616,-5.4628196
"Peacemaker, The",1997,"Action, Thriller, War",,"When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.",M_1616,50.05079,-30.804363
L.A. Confidential,1997,"Crime, Film-Noir, Mystery, Thriller",Police,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,M_1617,18.956223,-37.098198
Seven Years in Tibet,1997,"Adventure, Drama, War",,"Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.",M_1619,23.153584,49.186024
Kiss the Girls,1997,"Crime, Drama, Mystery, Thriller",,"Forensic psychologist Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone.",M_1620,17.190283,-42.187824
Soul Food,1997,Drama,,"Traditional Sunday dinners at Mama Joe's (Irma P. Hall) turn sour when sisters Teri (Vanessa L. Williams), Bird (Nia Long) and Maxine (Vivica A. Fox) start bringing their problems to the dinner table in this ensemble comedy. When tragedy strikes, it's up to grandson Ahmad (Brandon Hammond) to pull the family together and put the soul back into the family's weekly gatherings.",M_1621,-22.515593,-10.013739
Wishmaster,1997,Horror,,"The Djinn having been released from his ancient prison seeks to capture the soul of the woman who discovered him, thereby opening a portal and freeing his fellow Djinn to take over the earth.",M_1623,24.007473,-14.549711
"Thousand Acres, A",1997,Drama,,The lives of an Iowa farmer's three daughters are shattered when he suddenly decides to bequeath them the family's fertile farm.,M_1624,-15.574359,-16.074064
"Game, The",1997,"Drama, Mystery, Thriller",mindfuck Mystery plot twist psychological suspense twist ending twist ending Mystery,"In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a cold-hearted loner, receives an unusual present from his younger brother, Conrad: a gift certificate to play a unique kind of game. In nary a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.",M_1625,-12.618409,-7.1989193
Fire Down Below,1997,"Action, Drama, Thriller",,"When an EPA representative is murdered in a small Appalachian community, EPA undercover agent Jack Taggart is sent in—posing as a handyman working with a Christian relief agency—to determine what happened.",M_1626,42.03145,-38.937508
U Turn,1997,"Crime, Drama, Mystery",,"When Bobby's car breaks down in the desert while on the run from some of the bookies who have already taken two of his fingers, he becomes trapped in the nearby small town where the people are stranger than anyone he's encountered. After becoming involved with a young married woman, her husband hires Bobby to kill her. Later, she hires Bobby to kill the husband.",M_1627,1.0187767,-30.960701
"MatchMaker, The",1997,"Comedy, Romance",,"Marcy, a worker in the reelection campaign of bumbling Senator John McGlory, is sent to Ireland on a quest to find the Irish ancestry of Sen. McGlory, to help him win the Irish vote. But when Marcy arrives in the small village of Ballinagra, she finds herself in the middle of a matchmaking festival, and the local matchmaker is determined to pair her off with one of the local bachelors.",M_1629,-4.604397,-10.80109
